"Measurement" "Activity" "Subject" "Mean"
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 1 -0.181414728657143
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 2 -0.458732747446809
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 3 -0.553094540204082
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 4 -0.691518367333333
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 5 -0.431552775319149
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 6 -0.235470976166667
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 7 -0.351717743191489
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 8 -0.0461356322868421
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 9 -0.364282565714286
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 10 -0.343237004473684
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 11 -0.481127494565217
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 12 -0.518923134565217
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 13 -0.24966032923617
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 14 0.0741391154937778
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 15 -0.360972848571429
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 16 -0.565214032765957
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 17 -0.469390428043478
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 18 -0.607757979272727
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 19 -0.028489571974359
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 20 -0.159961424355556
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 21 -0.388418746666667
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 22 -0.570339899444444
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 23 0.12605231802963
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 24 -0.523412701636364
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 25 -0.470641125
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 26 -0.4975063388
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 27 -0.543033246590909
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 28 -0.293108364565217
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 29 -0.354872689583333
"fBodyAccelGyroSignal-std()-Y" "WALKING_DOWNSTAIRS" 30 -0.255732054951613
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 1 0.151538905566038
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 2 -0.459758488958333
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 3 -0.556045947118644
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 4 -0.489824279230769
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 5 -0.403486393191489
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 6 -0.31361857145098
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 7 -0.579964614705882
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 8 -0.0478802512585366
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 9 -0.352033091612245
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 10 0.171735785297872
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 11 -0.153787850538889
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 12 -0.483918390576923
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 13 -0.364283258727273
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 14 0.646233637037037
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 15 -0.243612269004167
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 16 -0.559600598431373
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 17 -0.481154119791667
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 18 -0.443429836896552
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 19 -0.149925160355
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 20 -0.079046721372549
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 21 -0.478299637021277
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 22 -0.473882071666667
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 23 -0.301619977058824
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 24 -0.586177824237288
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 25 -0.349362687538462
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 26 -0.598236639818182
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 27 -0.587869474313725
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 28 -0.459989315686274
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 29 0.234346783653061
"fBodyAccelGyroSignal-std()-Y" "WALKING_UPSTAIRS" 30 0.0449545535584615
"fBodyAccelGyroSignal-std()-Z" "LAYING" 1 -0.9165825082
"fBodyAccelGyroSignal-std()-Z" "LAYING" 2 -0.963174222291667
"fBodyAccelGyroSignal-std()-Z" "LAYING" 3 -0.967256854193548
"fBodyAccelGyroSignal-std()-Z" "LAYING" 4 -0.965807466666667
"fBodyAccelGyroSignal-std()-Z" "LAYING" 5 -0.963305738076923
"fBodyAccelGyroSignal-std()-Z" "LAYING" 6 -0.947136774385965
"fBodyAccelGyroSignal-std()-Z" "LAYING" 7 -0.9588764125
"fBodyAccelGyroSignal-std()-Z" "LAYING" 8 -0.970671966481481
"fBodyAccelGyroSignal-std()-Z" "LAYING" 9 -0.965686312
"fBodyAccelGyroSignal-std()-Z" "LAYING" 10 -0.975298797068965
"fBodyAccelGyroSignal-std()-Z" "LAYING" 11 -0.963183902982456
"fBodyAccelGyroSignal-std()-Z" "LAYING" 12 -0.956424382333333
"fBodyAccelGyroSignal-std()-Z" "LAYING" 13 -0.969797214516129
"fBodyAccelGyroSignal-std()-Z" "LAYING" 14 -0.957790479803922
"fBodyAccelGyroSignal-std()-Z" "LAYING" 15 -0.960015831111111
"fBodyAccelGyroSignal-std()-Z" "LAYING" 16 -0.985730995857143
"fBodyAccelGyroSignal-std()-Z" "LAYING" 17 -0.978357126056338
"fBodyAccelGyroSignal-std()-Z" "LAYING" 18 -0.986483048153846
"fBodyAccelGyroSignal-std()-Z" "LAYING" 19 -0.975417523855422
"fBodyAccelGyroSignal-std()-Z" "LAYING" 20 -0.974995267058824
"fBodyAccelGyroSignal-std()-Z" "LAYING" 21 -0.983270707333333
"fBodyAccelGyroSignal-std()-Z" "LAYING" 22 -0.936965638611111
"fBodyAccelGyroSignal-std()-Z" "LAYING" 23 -0.98531784125
"fBodyAccelGyroSignal-std()-Z" "LAYING" 24 -0.983602745694445
"fBodyAccelGyroSignal-std()-Z" "LAYING" 25 -0.915467504246575
"fBodyAccelGyroSignal-std()-Z" "LAYING" 26 -0.971789046710526
"fBodyAccelGyroSignal-std()-Z" "LAYING" 27 -0.980096438108108
"fBodyAccelGyroSignal-std()-Z" "LAYING" 28 -0.966312024
"fBodyAccelGyroSignal-std()-Z" "LAYING" 29 -0.976858964492754
"fBodyAccelGyroSignal-std()-Z" "LAYING" 30 -0.972199238
"fBodyAccelGyroSignal-std()-Z" "SITTING" 1 -0.94391784106383
"fBodyAccelGyroSignal-std()-Z" "SITTING" 2 -0.963522659782609
"fBodyAccelGyroSignal-std()-Z" "SITTING" 3 -0.930633150769231
"fBodyAccelGyroSignal-std()-Z" "SITTING" 4 -0.9328683544
"fBodyAccelGyroSignal-std()-Z" "SITTING" 5 -0.947346476590909
"fBodyAccelGyroSignal-std()-Z" "SITTING" 6 -0.947326797818182
"fBodyAccelGyroSignal-std()-Z" "SITTING" 7 -0.939826018125
"fBodyAccelGyroSignal-std()-Z" "SITTING" 8 -0.962632253913044
"fBodyAccelGyroSignal-std()-Z" "SITTING" 9 -0.9341874784
"fBodyAccelGyroSignal-std()-Z" "SITTING" 10 -0.962418559814815
"fBodyAccelGyroSignal-std()-Z" "SITTING" 11 -0.956802766792453
"fBodyAccelGyroSignal-std()-Z" "SITTING" 12 -0.954769877647059
"fBodyAccelGyroSignal-std()-Z" "SITTING" 13 -0.969451754693878
"fBodyAccelGyroSignal-std()-Z" "SITTING" 14 -0.956028807962963
"fBodyAccelGyroSignal-std()-Z" "SITTING" 15 -0.966228648305085
"fBodyAccelGyroSignal-std()-Z" "SITTING" 16 -0.964270052318841
"fBodyAccelGyroSignal-std()-Z" "SITTING" 17 -0.9809696453125
"fBodyAccelGyroSignal-std()-Z" "SITTING" 18 -0.98279727631579
"fBodyAccelGyroSignal-std()-Z" "SITTING" 19 -0.967869249178082
"fBodyAccelGyroSignal-std()-Z" "SITTING" 20 -0.949176822121212
"fBodyAccelGyroSignal-std()-Z" "SITTING" 21 -0.979130678470588
"fBodyAccelGyroSignal-std()-Z" "SITTING" 22 -0.951045695483871
"fBodyAccelGyroSignal-std()-Z" "SITTING" 23 -0.961914054264706
"fBodyAccelGyroSignal-std()-Z" "SITTING" 24 -0.972851787647059
"fBodyAccelGyroSignal-std()-Z" "SITTING" 25 -0.974172870615385
"fBodyAccelGyroSignal-std()-Z" "SITTING" 26 -0.968266666923077
"fBodyAccelGyroSignal-std()-Z" "SITTING" 27 -0.977595519142857
"fBodyAccelGyroSignal-std()-Z" "SITTING" 28 -0.961561036111111
"fBodyAccelGyroSignal-std()-Z" "SITTING" 29 -0.972912517166667
"fBodyAccelGyroSignal-std()-Z" "SITTING" 30 -0.95730868516129
"fBodyAccelGyroSignal-std()-Z" "STANDING" 1 -0.98234533
"fBodyAccelGyroSignal-std()-Z" "STANDING" 2 -0.969754295740741
"fBodyAccelGyroSignal-std()-Z" "STANDING" 3 -0.919743846065574
"fBodyAccelGyroSignal-std()-Z" "STANDING" 4 -0.91665163125
"fBodyAccelGyroSignal-std()-Z" "STANDING" 5 -0.91678935625
"fBodyAccelGyroSignal-std()-Z" "STANDING" 6 -0.95445570245614
"fBodyAccelGyroSignal-std()-Z" "STANDING" 7 -0.954339406415094
"fBodyAccelGyroSignal-std()-Z" "STANDING" 8 -0.975976456111111
"fBodyAccelGyroSignal-std()-Z" "STANDING" 9 -0.944942811777778
"fBodyAccelGyroSignal-std()-Z" "STANDING" 10 -0.958901257272727
"fBodyAccelGyroSignal-std()-Z" "STANDING" 11 -0.98230878106383
"fBodyAccelGyroSignal-std()-Z" "STANDING" 12 -0.954335764426229
"fBodyAccelGyroSignal-std()-Z" "STANDING" 13 -0.97553326754386
"fBodyAccelGyroSignal-std()-Z" "STANDING" 14 -0.950162705166667
"fBodyAccelGyroSignal-std()-Z" "STANDING" 15 -0.971282183584906
"fBodyAccelGyroSignal-std()-Z" "STANDING" 16 -0.983527402051282
"fBodyAccelGyroSignal-std()-Z" "STANDING" 17 -0.986725274871795
"fBodyAccelGyroSignal-std()-Z" "STANDING" 18 -0.974822589589041
"fBodyAccelGyroSignal-std()-Z" "STANDING" 19 -0.963212791780822
"fBodyAccelGyroSignal-std()-Z" "STANDING" 20 -0.914872014383562
"fBodyAccelGyroSignal-std()-Z" "STANDING" 21 -0.963124572134831
"fBodyAccelGyroSignal-std()-Z" "STANDING" 22 -0.963652778888889
"fBodyAccelGyroSignal-std()-Z" "STANDING" 23 -0.9642499225
"fBodyAccelGyroSignal-std()-Z" "STANDING" 24 -0.972688652173913
"fBodyAccelGyroSignal-std()-Z" "STANDING" 25 -0.974982088108108
"fBodyAccelGyroSignal-std()-Z" "STANDING" 26 -0.977351005
"fBodyAccelGyroSignal-std()-Z" "STANDING" 27 -0.983105048875
"fBodyAccelGyroSignal-std()-Z" "STANDING" 28 -0.932039083037975
"fBodyAccelGyroSignal-std()-Z" "STANDING" 29 -0.984714226461538
"fBodyAccelGyroSignal-std()-Z" "STANDING" 30 -0.935176884915254
"fBodyAccelGyroSignal-std()-Z" "WALKING" 1 -0.436562227473684
"fBodyAccelGyroSignal-std()-Z" "WALKING" 2 -0.559856635084746
"fBodyAccelGyroSignal-std()-Z" "WALKING" 3 -0.545896388103448
"fBodyAccelGyroSignal-std()-Z" "WALKING" 4 -0.716458475166667
"fBodyAccelGyroSignal-std()-Z" "WALKING" 5 -0.420367075178571
"fBodyAccelGyroSignal-std()-Z" "WALKING" 6 -0.512209233508772
"fBodyAccelGyroSignal-std()-Z" "WALKING" 7 -0.463270018245614
"fBodyAccelGyroSignal-std()-Z" "WALKING" 8 -0.1429742348125
"fBodyAccelGyroSignal-std()-Z" "WALKING" 9 -0.342367223269231
"fBodyAccelGyroSignal-std()-Z" "WALKING" 10 -0.273292866226415
"fBodyAccelGyroSignal-std()-Z" "WALKING" 11 -0.498554639491525
"fBodyAccelGyroSignal-std()-Z" "WALKING" 12 -0.4222565212
"fBodyAccelGyroSignal-std()-Z" "WALKING" 13 -0.455333900526316
"fBodyAccelGyroSignal-std()-Z" "WALKING" 14 -0.180232949016949
"fBodyAccelGyroSignal-std()-Z" "WALKING" 15 -0.543997593703704
"fBodyAccelGyroSignal-std()-Z" "WALKING" 16 -0.403219791372549
"fBodyAccelGyroSignal-std()-Z" "WALKING" 17 -0.438768699508197
"fBodyAccelGyroSignal-std()-Z" "WALKING" 18 -0.54840977125
"fBodyAccelGyroSignal-std()-Z" "WALKING" 19 -0.220271190807692
"fBodyAccelGyroSignal-std()-Z" "WALKING" 20 -0.264957205764706
"fBodyAccelGyroSignal-std()-Z" "WALKING" 21 -0.385505359038462
"fBodyAccelGyroSignal-std()-Z" "WALKING" 22 -0.253173876956522
"fBodyAccelGyroSignal-std()-Z" "WALKING" 23 -0.287820868152542
"fBodyAccelGyroSignal-std()-Z" "WALKING" 24 -0.453337858448276
"fBodyAccelGyroSignal-std()-Z" "WALKING" 25 -0.603544209459459
"fBodyAccelGyroSignal-std()-Z" "WALKING" 26 -0.426232090508475
"fBodyAccelGyroSignal-std()-Z" "WALKING" 27 -0.297847512280702
"fBodyAccelGyroSignal-std()-Z" "WALKING" 28 -0.308243390425926
"fBodyAccelGyroSignal-std()-Z" "WALKING" 29 -0.494117483018868
"fBodyAccelGyroSignal-std()-Z" "WALKING" 30 -0.237941473615385
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 1 -0.238443565306122
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 2 -0.422987665106383
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 3 -0.548164313265306
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 4 -0.621658471333333
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 5 -0.374705187021277
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 6 -0.275667262770833
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 7 -0.495120053191489
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 8 -0.268253406210526
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 9 -0.356561471714286
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 10 -0.1503916379
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 11 -0.397220471086957
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 12 -0.448512990434783
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 13 -0.427008254255319
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 14 0.182794696328889
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 15 -0.3436733
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 16 -0.521100818723404
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 17 -0.540949520217391
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 18 -0.543996110545454
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 19 -0.215892226769231
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 20 0.0183050845333333
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 21 -0.450772139111111
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 22 -0.377319033611111
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 23 -0.305896699222222
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 24 -0.573281905454545
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 25 -0.506738306724138
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 26 -0.434482187
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 27 -0.367816046590909
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 28 -0.416505886304348
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 29 -0.416165845833333
"fBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 30 -0.371541476129032
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 1 -0.57170784
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 2 -0.218072471479167
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 3 -0.561097649661017
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 4 -0.424533512307692
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 5 -0.380378006808511
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 6 -0.309998085098039
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 7 -0.393062890647059
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 8 0.263202878429268
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 9 -0.165554554220408
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 10 -0.403822082765957
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 11 -0.729928728518519
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 12 -0.396095719423077
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 13 -0.272525011818182
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 14 0.522454216314815
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 15 -0.523744300833333
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 16 -0.387309489901961
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 17 -0.2778914704375
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 18 -0.466022431206897
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 19 -0.207498123525
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 20 0.095476833245098
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 21 0.0130916351042553
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 22 -0.222431794690476
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 23 -0.0822521122215686
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 24 -0.311996408983051
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 25 -0.601112612153846
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 26 -0.362052183090909
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 27 -0.183508696647059
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 28 -0.22624337505098
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 29 -0.444153056530612
"fBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 30 -0.253427074984615
"tBodyAccelerationSignal-mean()-X" "LAYING" 1 0.22159824394
"tBodyAccelerationSignal-mean()-X" "LAYING" 2 0.281373403958333
"tBodyAccelerationSignal-mean()-X" "LAYING" 3 0.275516852741935
"tBodyAccelerationSignal-mean()-X" "LAYING" 4 0.263559214981481
"tBodyAccelerationSignal-mean()-X" "LAYING" 5 0.278334325576923
"tBodyAccelerationSignal-mean()-X" "LAYING" 6 0.248656520140351
"tBodyAccelerationSignal-mean()-X" "LAYING" 7 0.250176694038462
"tBodyAccelerationSignal-mean()-X" "LAYING" 8 0.261254282907407
"tBodyAccelerationSignal-mean()-X" "LAYING" 9 0.2591955368
"tBodyAccelerationSignal-mean()-X" "LAYING" 10 0.280230574137931
"tBodyAccelerationSignal-mean()-X" "LAYING" 11 0.280592970877193
"tBodyAccelerationSignal-mean()-X" "LAYING" 12 0.260113433
"tBodyAccelerationSignal-mean()-X" "LAYING" 13 0.276716360483871
"tBodyAccelerationSignal-mean()-X" "LAYING" 14 0.233275439803922
"tBodyAccelerationSignal-mean()-X" "LAYING" 15 0.2894756525
"tBodyAccelerationSignal-mean()-X" "LAYING" 16 0.274227162571429
"tBodyAccelerationSignal-mean()-X" "LAYING" 17 0.269780085577465
"tBodyAccelerationSignal-mean()-X" "LAYING" 18 0.274691576923077
"tBodyAccelerationSignal-mean()-X" "LAYING" 19 0.272653733493976
"tBodyAccelerationSignal-mean()-X" "LAYING" 20 0.239507882205882
"tBodyAccelerationSignal-mean()-X" "LAYING" 21 0.271325472455556
"tBodyAccelerationSignal-mean()-X" "LAYING" 22 0.279959721194444
"tBodyAccelerationSignal-mean()-X" "LAYING" 23 0.274038007986111
"tBodyAccelerationSignal-mean()-X" "LAYING" 24 0.272850494930556
"tBodyAccelerationSignal-mean()-X" "LAYING" 25 0.250791828613699
"tBodyAccelerationSignal-mean()-X" "LAYING" 26 0.271645864540789
"tBodyAccelerationSignal-mean()-X" "LAYING" 27 0.274102492432432
"tBodyAccelerationSignal-mean()-X" "LAYING" 28 0.2759134825
"tBodyAccelerationSignal-mean()-X" "LAYING" 29 0.287295196811594
"tBodyAccelerationSignal-mean()-X" "LAYING" 30 0.281033900571429
"tBodyAccelerationSignal-mean()-X" "SITTING" 1 0.261237565425532
"tBodyAccelerationSignal-mean()-X" "SITTING" 2 0.27708735173913
"tBodyAccelerationSignal-mean()-X" "SITTING" 3 0.257197599134615
"tBodyAccelerationSignal-mean()-X" "SITTING" 4 0.27153827992
"tBodyAccelerationSignal-mean()-X" "SITTING" 5 0.273694139545455
"tBodyAccelerationSignal-mean()-X" "SITTING" 6 0.276778487454545
"tBodyAccelerationSignal-mean()-X" "SITTING" 7 0.284674637291667
"tBodyAccelerationSignal-mean()-X" "SITTING" 8 0.267491472934783
"tBodyAccelerationSignal-mean()-X" "SITTING" 9 0.24832674354
"tBodyAccelerationSignal-mean()-X" "SITTING" 10 0.270612056481481
"tBodyAccelerationSignal-mean()-X" "SITTING" 11 0.276590197358491
"tBodyAccelerationSignal-mean()-X" "SITTING" 12 0.275007224901961
"tBodyAccelerationSignal-mean()-X" "SITTING" 13 0.274328499591837
"tBodyAccelerationSignal-mean()-X" "SITTING" 14 0.279990577037037
"tBodyAccelerationSignal-mean()-X" "SITTING" 15 0.27290337979661
"tBodyAccelerationSignal-mean()-X" "SITTING" 16 0.280768574492754
"tBodyAccelerationSignal-mean()-X" "SITTING" 17 0.2773570196875
"tBodyAccelerationSignal-mean()-X" "SITTING" 18 0.27727001877193
"tBodyAccelerationSignal-mean()-X" "SITTING" 19 0.273830316164384
"tBodyAccelerationSignal-mean()-X" "SITTING" 20 0.278045439090909
"tBodyAccelerationSignal-mean()-X" "SITTING" 21 0.277539616823529
"tBodyAccelerationSignal-mean()-X" "SITTING" 22 0.273583822709677
"tBodyAccelerationSignal-mean()-X" "SITTING" 23 0.273351251617647
"tBodyAccelerationSignal-mean()-X" "SITTING" 24 0.273475690147059
"tBodyAccelerationSignal-mean()-X" "SITTING" 25 0.278541482461538
"tBodyAccelerationSignal-mean()-X" "SITTING" 26 0.258243530166667
"tBodyAccelerationSignal-mean()-X" "SITTING" 27 0.273941302571429
"tBodyAccelerationSignal-mean()-X" "SITTING" 28 0.276977629444444
"tBodyAccelerationSignal-mean()-X" "SITTING" 29 0.2771799775
"tBodyAccelerationSignal-mean()-X" "SITTING" 30 0.268336081379032
"tBodyAccelerationSignal-mean()-X" "STANDING" 1 0.278917629056604
"tBodyAccelerationSignal-mean()-X" "STANDING" 2 0.277911472222222
"tBodyAccelerationSignal-mean()-X" "STANDING" 3 0.280046513278689
"tBodyAccelerationSignal-mean()-X" "STANDING" 4 0.280499745892857
"tBodyAccelerationSignal-mean()-X" "STANDING" 5 0.282544390892857
"tBodyAccelerationSignal-mean()-X" "STANDING" 6 0.280346248596491
"tBodyAccelerationSignal-mean()-X" "STANDING" 7 0.282723539433962
"tBodyAccelerationSignal-mean()-X" "STANDING" 8 0.279620986111111
"tBodyAccelerationSignal-mean()-X" "STANDING" 9 0.282310057333333
"tBodyAccelerationSignal-mean()-X" "STANDING" 10 0.276650300681818
"tBodyAccelerationSignal-mean()-X" "STANDING" 11 0.277715562765957
"tBodyAccelerationSignal-mean()-X" "STANDING" 12 0.277405834918033
"tBodyAccelerationSignal-mean()-X" "STANDING" 13 0.277758431052632
"tBodyAccelerationSignal-mean()-X" "STANDING" 14 0.280545613833333
"tBodyAccelerationSignal-mean()-X" "STANDING" 15 0.278915803962264
"tBodyAccelerationSignal-mean()-X" "STANDING" 16 0.283497402948718
"tBodyAccelerationSignal-mean()-X" "STANDING" 17 0.277942503333333
"tBodyAccelerationSignal-mean()-X" "STANDING" 18 0.278458805890411
"tBodyAccelerationSignal-mean()-X" "STANDING" 19 0.27817226
"tBodyAccelerationSignal-mean()-X" "STANDING" 20 0.278076904657534
"tBodyAccelerationSignal-mean()-X" "STANDING" 21 0.27695224258427
"tBodyAccelerationSignal-mean()-X" "STANDING" 22 0.279053861587302
"tBodyAccelerationSignal-mean()-X" "STANDING" 23 0.277899323235294
"tBodyAccelerationSignal-mean()-X" "STANDING" 24 0.280348883913043
"tBodyAccelerationSignal-mean()-X" "STANDING" 25 0.278013701621622
"tBodyAccelerationSignal-mean()-X" "STANDING" 26 0.281127035405405
"tBodyAccelerationSignal-mean()-X" "STANDING" 27 0.279566921625
"tBodyAccelerationSignal-mean()-X" "STANDING" 28 0.277795069113924
"tBodyAccelerationSignal-mean()-X" "STANDING" 29 0.277965065846154
"tBodyAccelerationSignal-mean()-X" "STANDING" 30 0.277112699152542
"tBodyAccelerationSignal-mean()-X" "WALKING" 1 0.277330758736842
"tBodyAccelerationSignal-mean()-X" "WALKING" 2 0.276426586440678
"tBodyAccelerationSignal-mean()-X" "WALKING" 3 0.275567462068966
